Title,Date,Link,Content
Low sulphur fuel found to have higher black carbon emissions than HSFO,"January 20, 2020",https://splash247.com/low-sulphur-fuel-found-to-have-higher-black-carbon-emissions-than-hsfo/,"Mandated into law for less than three weeks and very low sulphur fuel oil (VLSFO), shipping’s new number one bunkering choice, is already facing calls to be banned, especially in Arctic waters.
A submission made by Finland and Germany to the International Maritime Organization (IMO) suggests VLSFO has higher black carbon emissions than its forebear, high sulphur fuel oil (HSFO).
The detailed submission, funded by the German Environment Agency and assisted by class society DNL GL and engine maker MAN ES, shows that new blends of marine fuels with 0.50% sulphur content can contain a large percentage of aromatic compounds, which have a direct impact on black carbon emissions.
“New hybrid fuels with 0.50% sulphur content used in the study contained a high proportion of aromatic compounds in a range of 70% to 95%, which resulted in increased [black carbon] emissions in a range of 10% to 85% compared to HFO,” the study claimed. The higher emissions were most noticeable when the engine was running at less than full capacity.
The submission urges that aromatic content be included in the specification of marine fuels of the ISO 8217 petroleum standard.
The black carbon news has quickly seen a number of NGOs call for VLSFO found to have high aromatic contents to be banned for ships transiting Artic waters."
Weekly Bunker: 2020 starts with a bang,"January 6, 2020",https://splash247.com/weekly-bunker-2020-starts-with-a-bang/,"Its 2020. VLSFO is more expensive than MGO. #WorldWar3 is one of the highest trending tags on Twitter. Brent crude has jumped 3%. We’re in for quite a year.
But first, let’s focus on the world of bunkers. With vessels across the globe waiting impatiently at anchorages for fuel and bunker barges queuing up to load VLSFO, the bottleneck appears to be at the refineries’ ability to produce enough compliant product.
This has caused physical diffs between VLSFO and IFO380 in Singapore to rise from $170 in early November to $379 on Friday. Despite reports of tightening HSFO availabilities, scrubber supporters will start to feel validated in their decisions to adopt the technology despite recent bad publicity. Even though we hear almost daily reports from suppliers advertising new availabilities of VLSFO, it is clearly struggling to keep up with demand.
Since 10 December, VLSFO has been more expensive than MGO, from $34 under in early November to $10 more expensive on Friday. As MGO generally has a higher calorific value, better availabilities and less quality risk (note the recent sediment issues reported from VLSFO in Houston), shipowners should be flexible in considering it as an alternate to any Fuel Oil. For automatic up-to-date differentials at hundreds of ports around the world, send any port name to +44 118 310 0466 on WhatsApp and the BunkerEx bot will ping back a live price.
And if the local VLSFO differentials weren’t bad enough, in the time it takes a vessel to sail from ECSA to Singapore, owners could have experienced their bunker prices jumping by $182 in the last month.
A US drone strike at Baghdad airport killing Iranian General Qasem Soleimani, apparently as a “defensive” move, roofed the market with tensions in the region rising once again. Worryingly, Iran’s Supreme Leader Ayatollah Ali Khamenei has vowed “severe revenge”. It is widely predicted that Iran will now continue to disrupt commercial shipping in the Gulf through the use of military exercises.
Whatever your role is in shipping, having an up-to-date picture on bunker prices and compliant fuel availabilities around the world will be crucial to surviving today’s volatile market."
Value Investor’s Edge: Top stock picks for 2020,"December 30, 2019",https://splash247.com/value-investors-edge-top-stock-picks-for-2020/,"As 2019 comes to a close, J Mintzmyer, the founder of Value Investor’s Edge, is totting up the numbers in a year that has cemented his position as one of shipping’s top analysts. Value Investor’s Edge’s model portfolios are up 71% this year versus the market being up 24% and the shipping ETF up just 26%.
Research prices are set to jump by $1,000 next week so Splash readers keen to get in on the action for what promises to be a bumper year for shipping investments ought to sign up fast for a free trial now with Value Investor’s Edge.
Looking back on the past 12 months, Mintzmyer says the year stated out with shipping in a period of “irrational panic”.
“Sell side analysts were losing their jobs left and right. This setup offered a unique, perhaps generational, opportunity to invest in shipping stocks due to extreme pessimism which outweighed actual fundamentals,” Mintzmyer reflects.
At the start of 2019 shipping was experiencing rising rates in almost all sectors, coupled with near record-low ship valuations, near record-low stock valuations, and what Minyzmyer describes as a “promising pending regulation” in the form of IMO 2020.
The global sulphur cap – from a shipping investment play – is “massive”, Mintzmyer says, explaining: “It bifurcates the entire global fleet between modern eco tonnage and older ships with higher fuel burns.”
Furthermore, the opportunity to install scrubbers offers companies a chance to profit from the surging spreads between compliant VLSFO fuel and the legacy 3.5% bunker fuel HSFO.
“I expect IMO 2020 to continue to contribute to strong rates both due to increasing off-hire for retrofitting as well as slow steaming due to surging fuel costs,” Mintzmyer predicts. “Additionally, if rates show sustained weakness later in the year or into 2021, I expect demolition of older tonnage to surge as these ships will be clearly uneconomic.”
As for next year, the analyst is most optimistic for crude tanker and VLGC rates. Mintzmyer also has some hope for LNG carriers. “Sentiment has also turned incredibly sour in the LNG space, which I believe offers some very interesting opportunities for investors with longer-term time horizons,” Mintzmyer says.
When pressed by Maritime CEO for stock picks, in the crude tanker space, Mintzmyer believes Euronav is the most attractively priced at the moment, while in the LNG sector, he chooses Golar LNG and Flex LNG. We’ll be checking in regularly with this American analyst in the coming months to see how his predictions pan out."
Dangerously defective new fuels detected across Europe,"December 18, 2019",https://splash247.com/dangerously-defective-new-fuels-detected-across-europe/,"Europe is grappling with multiple cases of defective low sulphur fuel oil with the IMO 2020 regulation less than two weeks away.
FOBAS, the fuel verification company owned by class society Lloyd’s Register, has issued alerts this week about non-compliant fuels cropping up across the continent.
In Estonia, one ship using VLSFO made from shale oil encountered sludging, particularly during purification and around its filters. FOBAS warned there is historic evidence of fuel containing Estonian shale oil creating sludging issues and that other vessels are likely to face similar issues.
In Western Europe, meanwhile, FOBAS warned it had detected a number of cases of high and off-spec sediment fuels being sold at the port of Antwerp as well as at Rotterdam and Amsterdam. These defective types of fuel could result in excessive sludge deposition leading to engine and turbocharger damage."
IMO2020: How long will majors and refiners be able to bear the credit heat?,"December 11, 2019",https://splash247.com/imo2020-how-long-will-majors-and-refiners-be-able-to-bear-the-credit-heat/,"Will Hogg from Infospectrum on risk management in the sulphur cap era.
IMO 2020 seems to be providing oil majors and refiners with huge opportunity to return to being a force in retail bunkering. Let’s hope they are up for it.
When many of us started our careers in risk management, bunkering was comprised of oil majors with active retail bunkering arms, dealing with a relatively small number of well known owners and operators, with the remainder mopped up by the original independent bunker traders, who were prepared to leverage their knowledge and appetite for risk (plus hands-on risk managers) to make margins from this riskier “excess”. Subsequent spin offs from this core have all sought to use greater access to information or relationships to emerge into an increasingly complex sector, with all the major independents dipping their toes into this market (to varying degrees of success), and numerous nimble (and occasionally fly-by-night) traders entering and leaving the market over the last 20 years; bunker buyers have welcomed this extra competition, and margins in bunkering have narrowed as a result – at times to almost unsustainable levels.
Market participants have reacted in different ways to these very limited returns, and occasionally higher risks, on offer. Oil majors have tended to concentrate on wholesale sales to large-scale and what they regard as lower-risk enterprises, reducing the “hands on” nature of their risk management accordingly (some even folding marine fuels into their trading arms, whose risk appetite is based around very different models and security). Independents have, in turn, invested heavily in maximising their information and liquidity advantage, seeking to trade around the risk premium offered by lower-grade credit. As a result, the bunkering playing field has shifted; while oil majors and national oil companies continue to sell the highest volumes of bunkers, the retail market is now dominated by independent traders such as World Fuel Services Corp, the Bunker Holding group, Peninsula Petroleum Ltd and OceanConnect Marine.
The impact of IMO 2020
Multiple reports have suggested that the imposition of IMO2020 regulations may change this model, with oil majors (and, to a lesser extent, refiners) seeking to leverage their access to Very Low Sulphur Fuel Oil to recover market share in bunkering retail. ExxonMobil, Shell, Total and BP have all announced significant investments in increasing refining capacity of VLSFO/ULSFO, increasing exposure to physical supply in key locations such as ARA, Fujairah, US Gulf and Singapore, and some even patenting the make-up of the fuel itself, and expanding bunker sales teams. Independent refiners have also sought to market their product directly to retail buyers. While such investments have caused concern amongst existing market participants, we have seen limited evidence that this expansion is being matched with an increased appetite for credit risk.
While oil majors and major independents have always used the marine fuel sector as a key factor of their fuel oil trading strategies (liner companies being particular beneficiaries of this strategy, despite their own risks), their perceived lack of appetite for risk in what is an increasingly complex and compliance-heavy sector is likely to be self-limiting. Will sufficient demand be generated by sufficiently transparent owners and operators? Indeed, some major refiners are already understood to be seeking assistance from traders in selling volumes that are not already allocated to key clients.
What next?
This situation is reminiscent of moves by banks/financiers to move into the physical and derivative freight markets in the heady conditions of the early 2000s – fine in theory, but more difficult to execute in practice; having traders grinding their teeth about an onboarding process utterly unsuited to the shipping markets (in terms of demands and timescale), isn’t good for business growth or employee/client retention. At our Forum in London, we speculated on how long it would take majors to bump up against their internal appetite for risk in the marine sector, and market conditions returning to the current “norm” of independents holding significant retail market share. Feedback suggested it would take no more than one or two years. With prices expected to be higher, and risks more complex, recapturing any lost market share will depend on the financial resources and intelligence of the independents concerned (witness the recent departures of smaller and/or financially stretched participants from the Singapore bunkering market). Top-quality research, and the accurate pricing of risk, will be a key factor in reestablishing these norms (or, conversely, allowing the majors to grow their share in the market)."
Weekly Bunker: Credit crunch approaching,"November 22, 2019",https://splash247.com/weekly-bunker-credit-crunch-approaching/,"Earlier this week 4 cargoes totalling 80,000 of VLSFO in Singapore changed hands in a single day, with Hin Leong buying 3 from Lukoil and 1 from Shell.
These were bought at $489, on a day when delivered bunkers in Singapore were indicated at $538 (+$49 premium).
As the rapid switch from HSFO to VLSFO continues, we expect to see this premium drop as competition kicks in between suppliers.
HSFO prices continue to slump as shipowners begin to calculate how much they need to last them to the final days of December and not a day more.
Structure is a good indication of market demand, and throughout 2020 we see HSFO in contango (weak demand) but VLSFO and MGO in backwardation (strong demand). No surprises there.
HSFO-VLSFO differentials are now $242 and converging nicely with Q1 2020 implied values, where we expect it to sit in the $250-300 range.
Considering this, we should start to see a ‘credit crunch’ on bunker financing soon. Buying 1000mt of bunkers now costs an owner an extra $242k. Across 10 stems, that is $2.4m of added financing that needs to be drawn from somewhere – so expect to see trader’s margins increase as they are the main credit and finance providers to the bunker industry.
Elsewhere, oil prices rose again as US stocks in Cushing fell dropped and fresh doubts about US-China trade talks continued.
"
Weekly Bunker: HSFO slumps,"November 18, 2019",https://splash247.com/weekly-bunker-hsfo-slumps/,"Even when everyone knows something is going to happen, it’s still fascinating to watch it come true. HSFO demand is beginning its long-awaited drop off and this past week we have begun to see the early signs of its impact on prices.
Spot differences between HSFO and VLSFO have risen dramatically from $170 last week to $247 now. All this has been from a drop in HSFO (not a rise in VLSFO) as the VLSFO-MGO differential remains narrow at $33.
October HSFO sales in Singapore were down 3% and it will be interesting to see just how big the drop is in November.
Meanwhile, sales of VLSFO nearly doubled. Many owners are carefully balancing their bunker stems so they don’t keep any HSFO come December 31 – remember, there is a carriage ban on HSFO so even holding it on a ship without a scrubber is breaking the rules.
Spot physical bunker premiums of HSFO and VLSFO are +$50 and +$57 respectively. The shift in prices this week has meant diffs are starting to converge to levels we expect to see in Q1 2020. However, you slice it (see the differential table at the bottom) we are now more range bound:
HSFO vs VLSFO sits between $247 to $296
VLSFO vs MGO sits between -$17 to -$66
All of these seem plausible.
On a macro level, we had a topsy-turvy past week only to end up back where we started. The first half was dominated by bearish news of US-China trade talks falling through. That then reversed as stats showed a drop in US crude production and inventory levels.
As a parting note: we seem to hear that buzzword “digital transformation” in shipping circles a lot these days. Well, we’re not alone. The graph below tracks how many times those words were mentioned in corporate earnings calls across thousands of industries (courtesy of CB Insights).

 
"
Ships slow down as higher fuel bills loom,"October 28, 2019",https://splash247.com/ships-slow-down-as-higher-fuel-bills-loom/,"Ships are slowing down as the global sulphur cap approaches.
“With the premium for VLSFO over HFO currently projected at c.$240/t across 2020, the industry fuel bill is set to rise, and speed again could be critical to the potential mitigation of increased fuel bills,” Clarkson Research Services noted in its most recent weekly report. Average speeds in some sectors are already down in the year to date, containerships by a 2% and bulkers by 1%.
Conversely, recent record crude tanker spot market levels have seen an increase in average speed by around 1% in the first half of October.
Average vessel operating speeds have dropped significantly since 2008. The average speed across the world fleet declined by 16% between 2008 and 2018, according to Clarkson data."
Weekly Bunker: Scrubber moment of reckoning approaches,"October 28, 2019",https://splash247.com/weekly-bunker-scrubber-moment-of-reckoning-approaches/,"If HSFO premiums are meant to get cheaper due to a drop in demand, we’re not seeing it yet. Physical premiums in Singapore were extremely strong at +$114 over November paper last week. Tight availability of HSFO is not unique to Singapore with the same story reported at major bunker hubs across the globe.
This once again makes the hi5 differential to VLSFO look cheap at just +$169 in the spot market, and VLSFO -$42 under MGO. Quick tip: for today’s levels, save +44 118 310 0466 in your phone as ‘BunkerEx’, open WhatsApp and send a port, e.g. ‘Singapore’ (our bot will reply with the latest prices).
We can’t help but feel the moment of reckoning will come soon in the great scrubber debate. Rumours swirl of HSFO suppliers pricing at extortionate levels because, well, what other choice does a ship with a scrubber have? If that’s the case, expect the hi5 to narrow significantly throughout 2020.
On the other hand we’ve heard of HSFO contracts going at ‘reasonable’ levels throughout 2020, so it will be fascinating to see what takes place as the year unfolds.
Implied levels of VLSFO in Q1 2020 using the spot blend margin of 20/80 HSFO/MGO gives a physical hi5 of +$256 and -$64 under MGO. However, if current VLSFO physical premiums (+$50) are maintained it makes VLSFO +$30 higher (+$286 over HSFO and just $34 under MGO).
In other news, oil prices rose in the past week as US crude stocks fell from refineries running more crude. However, any price increases seem to be in the shadow of weak growth forecasts leading to lower oil demand."
Weekly Bunker: Singapore gets back on track,"October 4, 2019",https://splash247.com/weekly-bunker-singapore-gets-back-on-track/,"Finally some respite for shippers as HSFO Singapore bunker prices went from over $500 two weeks ago to dipping below $400 this week.
Much of this is due to less concern around Saudi’s oil supply and a weak demand outlook as the financial world braces for another recession.
Specific to bunkers, Singapore has once again regained its place as the cheapest of the major ports in Asia after a few interesting weeks in which it was the most expensive (see differential graph below). It was a crazy period and never before had we seen such a flurry from operators to find alternate options.
Looking ahead to Q1, VLSFO levels look to be sitting between $50 below MGO (as it is today) or as low as $80 below MGO (using today’s 27/73 blend margin).
In either of those scenarios, the hi5 (difference to HSFO) becomes $220-$250. On the derivatives the November hi5 is actively trading around $240.
That differential could widen further as demand begins to shift away from HSFO. We can see the first signs of this as HSFO cracks are dropping down to minus $23-$26 and VLSFO cargoes are beginning to trade.
Interestingly, we’ve seen two physical cargoes of VLSFO trade in the window in Singapore at +$19 and +$6, yet delivered VLSFO bunkers are still indicated at +$56 vs 0.5% paper. Perhaps that will drop in the coming months as barges begin to switch over.

"
Weekly Bunker: Deceptive numbers,"September 13, 2019",https://splash247.com/weekly-bunker-deceptive-numbers/,"Physical premiums in Singapore continue to be extremely strong leaving many owners searching for alternate options. The graph below illustrates the trend of HSFO in Singapore versus a basket of nearby major ports.
Perhaps it was the jubilation of their National Day because since August 9, Singapore has been steadily rising and is now at relative 60-day highs.
Looking forward, this makes VLSFO ($547 today and $42 under MGO) look deceptively cheap versus HSFO (+$95).
We don’t anticipate HSFO physical premiums in Singapore to stay this strong come Q1 2020. Assuming HSFO drops down to +$30, this gives a ‘physical’ GoFo of $314.
Much of the talk at the annual Asia Pacific Petroleum Conference (APPEC) has been about the 0.5% FO contract gaining liquidity and if the premiums stay steady, we can expect a big bump in the HSFO-VLSFO difference in January next year (currently $270) before reducing as the year drags on (the Cal-20 hi5 jumped to $245 this week as HSFO got sold off).
All of this is good news for vessels fitted with a scrubber as the ‘scrubber premium’ for TC rates grows.
In other news, flat price reacted to the prospect of Iranian crude once again hitting the market and weaker demand by dropping to $60 from highs in the week of $63.55 (Nov-19 Brent). As ever though, OPEC is expected to try and support prices with more production cuts.
Lastly, advocates of using wind as a clean way to power ships will be happy to hear that the vinyl is set to outsell CDs for the first time since 1986 – it seems older technologies can make a comeback.
 "
Omegra: The benefits of being nimble,"September 11, 2019",https://splash247.com/omegra-the-benefits-of-being-nimble/,"Omegra was conceived in 2013 in Singapore as an independent dry bulk shipping company sitting alongside sister company and commodity trading house, Enerfo. From the outset, the aim was to be nimble, snatching opportunities in what has been an incredibly volatile market this decade.
“For any operator, success derives from the constant evaluation of market opportunity and a management structure that promotes the fast and clear decisions required to capture it,” explains Lukasz Ogryczak, a director at Omegra.
By the end of July this year, Omegra’s annualised cargo volume grew by 1.2m tonnes to 4.5m, outperforming the market, generating average daily earnings of just over $15,000 per day on panamaxes and $11,000 on supramaxes.
Currently, Omegra has 35 vessels – a mix in size ranging from kamsarmax to handysize – under commercial control with a combined deadweight capacity of close to 2.5m tons.
There are no immediate plans to enter ship ownership, but Ogryczak saying the company might change its stance in this department as the markets evolve.
“To date, Omegra has benefitted financially from being asset-light with a versatile time-charter fleet,” Ogryczak tells Maritime CEO. “So, the near-term answer to shipownership is no. However, with ever-changeable freight market conditions we will maintain an open-mind and keep an eye on sale and purchase pricing.”
On dry bulk shipping prospects through to the end of the year, Ogryczak reckons the solid summer end should percolate though to Q4.
“We believe bulk rates will remain buoyant for the balance of the year,” Ogryczak says, explaining: “The IMO 2020 situation points to an effective reduction in capesize capacity and any slow steaming in a higher cost environment may also tighten supply. The intra-market spreads should perform to some degree and at least sustain freight rates for the smaller sizes. The shift to MGO in Q4 – and VLSFO beyond – should also contribute to an increase in voyage and, ultimately, time-charter rates.”
The wildcard remains the US-China trade wars, Ogryczak admits."
Euronav leaves door open to ‘second mover advantage’ scrubber investments,"September 5, 2019",https://splash247.com/euronav-leaves-door-open-to-second-mover-advantage-scrubber-investments/,"Belgian tanker giant Euronav has detailed its ultra large IMO 2020 sulphur cap plans today, and, under new management, gave a hint that this erstwhile vocal opponent of scrubbers may still buy into the controversial technology.
The ultra large crude carrier (ULCCs), 
			Oceania, is currently off South Africa scheduled to reach Sungai Linggi, a Malaysian energy transhipment hub, by the end of the month.
The 441,885 dwt ship – one of just two ULCCs left in the world, both owned by Euronav – left Malta last month where it had been stocking up on IMO 2020 compliant low sulphur fuel for five months.
Euronav’s canny, early preparation for IMO 2020 resulted in it securing the new fuel for far less than current prices.
Hugo De Stoop, CEO of Euronav, detailed today how the company has purchased the equivalent of 420,000 metric tons of compliant fuel and marine gasoil to provide a substantial coverage of its fuel requirements during the initial period of the sulphur cap regulation, which is now bound for Malaysia near one of the key crossroads of the international tanker trades. The purchase value of very low sulphur fuel oil (VLSFO) was concluded at $447 per metric ton compared to a high sulphur fuel oil (HSFO) bunker price of $400 per metric ton over the same procurement period.
De Stoop took over from Paddy Rodgers earlier this year. Rodgers had been one of the loudest critics of scrubbers. Under new management, however, there appears to be a change in view on the technology and that coming late to the scrubber party could actually prove to be an economic advantage.
In a release today, the company stated: “Euronav believes that it can still fully capture the potential benefits of an investment in scrubbers after the start of the regulation. At that time, the derivatives market of LSFO should have developed in size and in volume which allow Euronav to fully lock in the benefits of the spread at the time of making the investment. This should even provide Euronav with a ‘second mover advantage’ in learning the flaws of the first round of installations and take a decision based on facts without having to speculate.”
Other well-known critics of scrubbers have also relented in recent months. Mats Berglund-led Pacific Basin recently detailed how the company is installing the systems on its supramax fleet."
Maersk and Koole Terminals to produce 0.5% sulphur fuel in Rotterdam,"September 5, 2019",https://splash247.com/maersk-and-koole-terminals-to-produce-0-5-sulphur-fuel-in-rotterdam/,"Maersk Oil Trading and Koole Terminals today announced the signing of an agreement to produce IMO 2020-compliant bunker fuel, putting the port of Rotterdam as the centrepiece of the Danish shipping giant’s IMO 2020 bunker plans.
The production will take place at the Petrochemical Industrial Distillation (PID) unit, located at Koole’s Botlek site in the heart of the Port of Rotterdam. The toll distillation deal allows Maersk to produce VLSFO bunker fuel and will enable Maersk to further expand its bunker supply volumes in Europe.
Annual production is expected to cover 5-10% of Maersk’s annual fuel demand.
“The fuel manufacturing process allows Maersk to produce compatible low sulphur fuels that complies with the IMO 2020 sulphur cap implementation, reducing the need to rely on 0.1% price-based gasoil and fuel oil outside the ECA zones. Our activities with Koole will be an important driver in ensuring stable, reliable services for Maersk’s customers during a potentially volatile period for global shipping,” said Niels Henrik Lindegaard, head of Maersk oil trading at A.P. Moller – Maersk.
Last year Maersk and Royal Vopak, a tank storage operator, launched a 0.5 % sulphur fuel bunkering facility also in Rotterdam, Europe’s largest bunkering hub. This initiative will cater for around 20% of Maersk’s global fuel demand."
Monjasa acquires full ownership of five bunkering vessels,"August 28, 2019",https://splash247.com/monjasa-acquires-full-ownership-of-five-bunkering-vessels/,"Danish owner Monjasa has acquired the full ownership of five bunkering vessels in order to meet the growing demand for low sulphur fuel bunkering, a result of upcoming IMO 2020 regulations which will become effective bon January 1.
All five tankers will be deployed for continued bunker operations in Monjasa’s core markets in the Arabian Gulf, West Africa and the Panama Canal. Four of the five tankers have previously been on bareboat charter by Monjasa.
“With global marine fuel logistics expected to be challenged on parameters such as flexibility and storage capacity due to the introduction of the new Very Low Sulphur Fuel Oil (VLSFO) products, Monjasa is active securing the right tonnage for its long-term bunker operations,” the company said in a release.
The company took delivery of the first two tankers in Dubai this month, and the remaining tankers will be delivered during the coming months.
The five vessels are the 2009-built Aarhus, Delhi, Amsterdam, 2010-built Accra and the 2004-built Annie, and have a total capacity of 37,500 dwt.
“Last year, we increased our total supply volume by 17% to 4.1 million tonnes of marine fuel and we continue to see a growing demand for our services. This is also part of the reason we are now purchasing five quality tankers,” said Monjasa Group CEO, Anders Østergaard.
“We are on the brink of bringing new low-sulphur fuel products to the market and the entire industry needs to adapt to a new multiple products demand. These five tankers can segregate between two and six different types of oil products onboard and this contributes to making them an attractive investment for us. Coupled with an average age of 10 years the tankers are fully-furnished to handle the leap in quality required to perform bunker operations come 2020,” Østergaard added.
In total, Monjasa controls some 20 tankers globally of which 10 are fully owned."
HSFO availability tightens as sulphur cap nears,"August 14, 2019",https://splash247.com/hsfo-availability-tightens-as-sulphur-cap-nears/,"With 140 days until the start of the International Maritime Organization-mandated global sulphur cap, Splash has been hearing plenty of reports of the supply of heavy sulphur fuel oil (HSFO) becoming more tight, especially in Singapore, the world’s top bunkering hub.
July bunker sale figures from Singapore show the clear dichotomy in fuel choices – with 380 cst fuel oil grade down year-on-year by 140,000 metric tonnes while low sulphur fuel sales grew by more than 100,000 tonnes.
Online bunker buying platform BunkerEx noted in a recent report that the strong backwardation in 3.5% HSFO makes it unattractive to store, unlike 0.5% very low sulphur fuel oil (VLSFO) which, BunkerEx said is in contango until January next year.
“This means suppliers are switching to store VLSFO, lowering the supply of HSFO and supporting the prompt market even more,” BunkerEx explained.
Chris Hudson, a fuel oil derivatives broker at London’s Freight Investor Service (FIS) noted in an interview with Splash that in mid-July lower residual fuel inventories dragged on Singapore’s overall oil product stocks to an eight-month low in one of the latest signs that suppliers are gearing up for cleaner to-be-launched marine fuel rules.
This then created an import drive towards Singapore, with net oil imports increasing fourfold in the middle of July. Fuel oil arbitrage volumes into East Asia were assessed at 5.55m tonnes in July, higher from June’s 4.62m tonnes, according to Refinitiv Oil Research assessments. Higher western arbitrage volumes were the main driver of the increase with a 77% increase in overall July volumes compared to the previous month, the assessments showed.
“HSFO production has been steadily dropping over the past few years, but the oncoming IMO switch over has sped up this process as fuel producers and storage facilities need to make room for a new grade of fuel,” FIS’s Hudson told Splash.
Going forward FIS expects HSFO to continue its relative strength compared to crude oil.
Cem Saral, CEO of Dubai-headquartered fuel resellers Cockett Group, told Splash he expects the tight availability of HSFO to become more pronounced in the coming months.
“Logistics adaptation onshore and waterborne is to accelerate for 0.5% segregation in storage tanks, barges and pipelines. There’ll be an accumulation of 0.5 fuel and 0.5 fuel blend components which will increase and add to arbitrage,” Saral predicted.
Saral also reckoned that the west to east HSFO arbitrage would likely shrink due to ports gearing up for the sulphur cap in the coming weeks.
A report from New York tanker brokers Poten & Partners earlier this year made clear the enormity of the coming fuel regulation, describing the sulphur cap for the oil and shipping industry as “implementing one of the most dramatic changes in product specification the world has ever seen”.
According to the International Energy Agency, IMO’s sulphur rules impact around 4.5m barrels per day of bunker fuel, equivalent to 4.5% of global oil demand.
According to a sulphur cap compliance timeline created by Wilhelmsen Ship Management, for non-scrubber fitted ships this is the month to finalise fuel switchover plans. Onboard bunkers need to be switched to compliant fuel in September and October with sea trials with the compliant fuel undertaken in November. Any fuel containing 0.5% sulphur and above must be consumed by December 31. The carriage ban on HSFO comes into force on March 1 so there may be some burning of this fuel in open waters in the first quarter.
In a poll carried on this site earlier this year, just 19% of readers felt the difference in price between HSFO and VLSFO would be more than $100 per ton by the end of 2020.
Earlier this year we published a special IMO 2020 compliance guide in association with Cockett Marine Oil to give owners unique advice to ensure they make the right decisions as the days tick down to the start of the global sulphur cap. Readers can access the full magazine for free by clicking here."
Reframing the 2020 operational debate,"July 17, 2019",https://splash247.com/reframing-the-2020-operational-debate/,"Cassandra Higham from Castrol gives the big picture viewpoint on the impending sulphur cap.
Very soon we will be measuring the countdown to 1 January 2020 in weeks, not months. As the view of the 0.5% fuel sulphur content cap sharpens on the horizon, owners and operators should be using these precious weeks to shore up their fuel options and bunker supply chain; and, in some cases, train their crews in safety and efficiently using scrubbers, if they have opted for their installation.
Among the reams of written words devoted to debate and discussion on the topic of the 2020 deadline and its implications for the shipping industry, much of the discourse has rightly been focused on a series of ‘known unknowns’; with fuel price spread, fuel availability, compliance levels, and the use of scrubbers among the most prominent. However, an area that has been arguably overlooked amid this seismic change in fuels is the acute effect the transition will have on wider operations – both in the implementation period but also aftermath of January 1.
As a vessel’s most costly asset, it has been well-documented that the reliable and safe operation of a ship’s engine is pivotal to successful fleet operation, with the commercial ramifications of any engine damage potentially resulting in delays and loss of day rates, debunkering costs, refits and potential litigation costs.
The sulphur cap undoubtedly brings with it new challenges to safe and reliable engine operation. Firstly, the fuel landscape will expand, from what was a market with two main fuels – Heavy Fuel Oil (HFO) and distillates, to a market that will see Very Low Sulphur Fuel Oil (VLSFO) added to the mix. Moreover, given that there will be more blended fuel in the market, fuel sources will most likely be more fragmented, and less traceable and transparent.
All of this presents both short and long-term challenges to operations. Owners and operators will already be working through their Ship Implementation Plans in line with the IMO’s recently released guidance, ensuring that their fuel and lubricants supply chains are planned out up to and after the implementation date.
The deadline should not, however, be seen as the end of the journey. The issues arising in the aftermath of the transition may take weeks or months to manifest. These issues could include corrosion, cat fines and other engine damage, and will require crews to redouble their engine inspection and used oil analysis regimes – something that the sector desperately needs to plan for.
It’s important to remember that these aren’t small operational changes that the sector faces. Given the complexity of factors at play, it is clear that a refocusing of the 2020 mindset towards examining engines holistically – in terms of hardware and its maintenance, lubricant, and fuels – is needed if shipping is to manage the implementation of the sulphur cap effectively.
Building knowledge of these interdependencies is crucial, because they have acute operational impacts for crews and financial implications for owners. The accepted operational and commercial rulebook for our sector will never be the same again, not least as the shipping industry looks ahead to decarbonisation in the near future.
This ‘new normal’ requires a new way of thinking that looks less at the engine in isolation, and more at the link between hardware, lubricant, and fuels. A new pace of change is also something that the industry must familiarise itself with, and, as months turn to weeks, preparedness for the post-2020 world will be critical. Anticipating the outcomes of all of this change will be crucial if the industry is to manage these transitions effectively.
The ‘what ifs’, or known unknowns, of post-sulphur cap operations present owners, operators and crews with important questions. To help the sector answer them, it is time we shifted the 2020 debate to anticipating the outcomes of the transition for hardware, lubricants and fuels equally, rather than focusing on January 1 as some ‘end point’ for change."
NYK develops Japan’s first additive for compliant fuel oil,"May 21, 2019",https://splash247.com/nyk-develops-japans-first-additive-for-compliant-fuel-oil/,"Nippon Yusen Kaisha (NYK) and subsidiary Nippon Yuka Kogyo have jointly developed a new fuel oil additive for low sulphur compliant fuel oil that meets SOx emission requirements. Yunic 800VLS, which is patent pending, is Japan’s first additive for very low sulphur fuel oil (VLSFO).
Yunic 800VLS disperses asphaltene and paraffin (wax) specific within VLSFOs to suppress sludge formation, easing concerns about engines running into trouble when the global sulphur cap kicks in from the start of next year."
